id,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date,good_bad,
1082183,2/1/16,Charged Off, 60 months,21000,130000,12.56,680,55,3 years,D,RENT,2/1/16,Bad,
1082184,2/1/16,Fully Paid, 36 months,18000,92000,4.52,830,,5 years,A,MORTGAGE,2/1/16,Good,
1082185,2/1/16,Fully Paid, 36 months,2000,65273,17.15,665,0,10+ years,C,MORTGAGE,2/1/16,Good,
1082186,2/1/16,Current, 36 months,15000,100000,12.28,670,12,1 year,B,RENT,2/1/16,Good,
1082187,2/1/16,Fully Paid, 36 months,10800,72000,26.05,690,,4 years,B,RENT,2/1/16,Good,
1082188,2/1/16,Current, 60 months,19000,50677.2,19.75,705,12,3 years,B,MORTGAGE,2/1/16,Good,
1082189,2/1/16,Charged Off, 60 months,13950,44200,29.38,665,,2 years,F,MORTGAGE,2/1/16,Bad,
1082191,2/1/16,Fully Paid, 60 months,10000,110000,37.67,695,,9 years,F,MORTGAGE,2/1/16,Good,
1082192,2/1/16,Fully Paid, 36 months,30000,80000,9.13,660,,,C,MORTGAGE,2/1/16,Good,
1082196,2/1/16,Charged Off, 36 months,6000,45000,8.92,695,,2 years,A,RENT,2/1/16,Bad,
1082197,2/1/16,Fully Paid, 36 months,4500,38000,8.02,750,,< 1 year,D,MORTGAGE,2/1/16,Good,
1082200,2/1/16,Fully Paid, 36 months,15000,74000,25.59,680,,1 year,C,OWN,2/1/16,Good,
1082201,2/1/16,Fully Paid, 36 months,35000,120000,11.88,730,25,2 years,A,OWN,2/1/16,Good,
1082202,2/1/16,Fully Paid, 60 months,18000,110000,29.47,730,,9 years,E,MORTGAGE,2/1/16,Good,
1082205,2/1/16,Fully Paid, 36 months,25000,100000,28.8,695,25,9 years,B,RENT,2/1/16,Good,
1082206,2/1/16,Fully Paid, 36 months,5600,30000,11.08,700,65,5 years,B,MORTGAGE,2/1/16,Good,
1082207,2/1/16,Fully Paid, 36 months,5000,55000,28.1,700,73,10+ years,D,RENT,2/1/16,Good,
1082208,2/1/16,Fully Paid, 36 months,32000,200000,7.56,745,,6 years,A,MORTGAGE,2/1/16,Good,
1082212,2/1/16,Fully Paid, 36 months,13650,150000,6.05,670,8,10+ years,C,MORTGAGE,2/1/16,Good,
1082213,2/1/16,Fully Paid, 60 months,18000,73000,12.08,660,,4 years,D,MORTGAGE,2/1/16,Good,
1082216,2/1/16,Fully Paid, 60 months,13200,65000,12.81,670,3,8 years,C,RENT,2/1/16,Good,
1082219,2/1/16,Fully Paid, 36 months,25000,95000,26.67,675,50,,B,OWN,2/1/16,Good,
1082221,2/1/16,Fully Paid, 36 months,3825,140000,12.52,680,,9 years,D,RENT,2/1/16,Good,
1082222,2/1/16,Fully Paid, 60 months,25000,78000,19.65,725,,6 years,F,MORTGAGE,2/1/16,Good,
1082223,2/1/16,Fully Paid, 36 months,30000,72000,16.57,680,47,1 year,B,MORTGAGE,2/1/16,Good,
1082224,2/1/16,Charged Off, 36 months,15000,70000,39.52,675,,10+ years,D,MORTGAGE,2/1/16,Bad,
1082225,2/1/16,Charged Off, 60 months,24500,49000,24.39,715,,9 years,E,MORTGAGE,2/1/16,Bad,
1082226,2/1/16,Current, 60 months,15000,83200,9.45,670,,6 years,C,RENT,2/1/16,Good,
1082228,2/1/16,Fully Paid, 36 months,6000,60000,9.56,660,27,10+ years,C,RENT,2/1/16,Good,
1082231,2/1/16,Fully Paid, 36 months,20000,57000,40.42,660,60,< 1 year,C,RENT,2/1/16,Good,
1082233,2/1/16,Charged Off, 36 months,35000,86000,23.04,695,,3 years,D,RENT,2/1/16,Bad,
1082236,2/1/16,Fully Paid, 36 months,6000,32034.6,28.06,755,,,A,MORTGAGE,2/1/16,Good,
1082237,2/1/16,Fully Paid, 36 months,6000,75000,5.84,675,,10+ years,B,OWN,2/1/16,Good,
1082238,2/1/16,Fully Paid, 36 months,30000,80000,22.01,705,,3 years,C,RENT,2/1/16,Good,
1082241,2/1/16,Fully Paid, 36 months,9000,65000,16.99,665,25,9 years,B,MORTGAGE,2/1/16,Good,
1082242,2/1/16,Fully Paid, 36 months,11000,60000,32.69,680,37,6 years,C,MORTGAGE,2/1/16,Good,
1082245,2/1/16,Fully Paid, 36 months,16000,53000,8.61,690,,9 years,B,MORTGAGE,2/1/16,Good,
1082246,2/1/16,Fully Paid, 36 months,7000,60000,23.58,675,64,10+ years,C,MORTGAGE,2/1/16,Good,
1082250,2/1/16,Charged Off, 36 months,15000,43800,33.89,690,,2 years,C,RENT,2/1/16,Bad,
1082252,2/1/16,Charged Off, 60 months,15450,60000,22.06,660,,2 years,F,RENT,2/1/16,Bad,
1082257,2/1/16,Charged Off, 60 months,35000,73000,34.98,680,29,6 years,E,MORTGAGE,2/1/16,Bad,
1082259,2/1/16,Charged Off, 36 months,6000,35360,16.39,660,11,< 1 year,B,RENT,2/1/16,Bad,
1082260,2/1/16,Fully Paid, 36 months,15000,73000,37.88,680,,1 year,D,MORTGAGE,2/1/16,Good,
1082261,2/1/16,Fully Paid, 36 months,6000,45000,18.69,725,,10+ years,A,MORTGAGE,2/1/16,Good,
1082262,2/1/16,Fully Paid, 36 months,35000,350000,8.4,710,,2 years,A,MORTGAGE,2/1/16,Good,
1082265,2/1/16,Fully Paid, 60 months,14850,55000,19.75,670,64,10+ years,F,MORTGAGE,2/1/16,Good,
1082266,2/1/16,Fully Paid, 36 months,35000,163000,21.97,810,,5 years,A,MORTGAGE,2/1/16,Good,
1082268,2/1/16,Fully Paid, 36 months,10000,72228,10.82,740,,,A,MORTGAGE,2/1/16,Good,
1082269,2/1/16,Fully Paid, 36 months,20000,100000,11.41,700,26,1 year,A,RENT,2/1/16,Good,
1082271,2/1/16,Charged Off, 36 months,2550,40000,22.8,670,23,6 years,D,RENT,2/1/16,Bad,
1082273,2/1/16,Fully Paid, 36 months,10000,80000,7.44,730,,3 years,A,RENT,2/1/16,Good,
1082276,2/1/16,Fully Paid, 36 months,35000,450000,5.33,715,,9 years,B,RENT,2/1/16,Good,
1082278,2/1/16,Fully Paid, 36 months,22000,58500,24.98,680,72,10+ years,B,MORTGAGE,2/1/16,Good,
1082280,2/1/16,Fully Paid, 36 months,19200,108000,26.54,670,64,6 years,C,RENT,2/1/16,Good,
1082281,2/1/16,Charged Off, 60 months,16000,55000,18.72,665,40,4 years,C,MORTGAGE,2/1/16,Bad,
1082282,2/1/16,Fully Paid, 36 months,7750,19428,35.64,705,,,D,OWN,2/1/16,Good,
1082283,2/1/16,Fully Paid, 36 months,15000,56000,31.21,670,,10+ years,D,MORTGAGE,2/1/16,Good,
1082284,2/1/16,Charged Off, 36 months,8500,24000,10.35,670,74,2 years,E,OWN,2/1/16,Bad,
1082288,2/1/16,Charged Off, 36 months,7200,26000,11.77,675,22,8 years,B,MORTGAGE,2/1/16,Bad,
1082290,2/1/16,Charged Off, 36 months,24000,80000,8.72,685,25,10+ years,B,MORTGAGE,2/1/16,Bad,
1082291,2/1/16,Fully Paid, 36 months,24925,220000,31.03,725,10,2 years,B,MORTGAGE,2/1/16,Good,
1082293,2/1/16,Fully Paid, 36 months,7200,60000,30.64,680,29,2 years,A,MORTGAGE,2/1/16,Good,
1082294,2/1/16,Fully Paid, 36 months,15000,65000,24.28,670,,,C,MORTGAGE,2/1/16,Good,
1082296,2/1/16,Current, 60 months,18000,65000,30.69,765,,< 1 year,B,MORTGAGE,2/1/16,Good,
1082297,2/1/16,Fully Paid, 36 months,10000,40000,19.05,680,62,4 years,B,OWN,2/1/16,Good,
1082300,2/1/16,Charged Off, 36 months,16000,42000,19.97,675,10,10+ years,B,RENT,2/1/16,Bad,
1082301,2/1/16,Fully Paid, 36 months,10000,90000,10.39,685,,10+ years,C,RENT,2/1/16,Good,
1082302,2/1/16,Fully Paid, 60 months,20000,70000,16.21,680,26,7 years,D,RENT,2/1/16,Good,
1082303,2/1/16,Fully Paid, 36 months,12000,65000,25.48,660,1,4 years,C,RENT,2/1/16,Good,
1082304,2/1/16,Current, 60 months,18000,73000,19.61,700,,10+ years,C,RENT,2/1/16,Good,
1082305,2/1/16,Fully Paid, 36 months,11000,49900,22.44,710,,7 years,A,MORTGAGE,2/1/16,Good,
1082308,2/1/16,Current, 60 months,11200,42000,36.19,695,,3 years,F,RENT,2/1/16,Good,
1082310,2/1/16,Fully Paid, 60 months,14000,104000,21.92,665,17,10+ years,C,MORTGAGE,2/1/16,Good,
1082311,2/1/16,Fully Paid, 36 months,9100,52000,27.67,680,57,10+ years,C,MORTGAGE,2/1/16,Good,
1082312,2/1/16,Fully Paid, 36 months,8000,50000,22.25,690,,4 years,A,MORTGAGE,2/1/16,Good,
1082314,2/1/16,Fully Paid, 36 months,8000,60000,26.91,715,,4 years,A,RENT,2/1/16,Good,
1082316,2/1/16,Current, 60 months,25000,50000,31.35,695,27,3 years,D,MORTGAGE,2/1/16,Good,
1082317,2/1/16,Fully Paid, 36 months,20000,54000,29.73,670,,10+ years,C,RENT,2/1/16,Good,
1082319,2/1/16,Current, 60 months,20000,85000,10.19,685,72,10+ years,B,MORTGAGE,2/1/16,Good,
1082320,2/1/16,Fully Paid, 36 months,2500,89000,9.05,670,78,7 years,B,OWN,2/1/16,Good,
1082321,2/1/16,Fully Paid, 36 months,31200,120000,19.58,660,13,10+ years,D,MORTGAGE,2/1/16,Good,
1082322,2/1/16,Fully Paid, 60 months,25000,148000,10.91,725,37,10+ years,B,MORTGAGE,2/1/16,Good,
1082324,2/1/16,Charged Off, 36 months,8000,61000,12.17,675,,3 years,C,MORTGAGE,2/1/16,Bad,
1082325,2/1/16,Fully Paid, 36 months,1800,42000,18.23,705,,3 years,B,RENT,2/1/16,Good,
1082327,2/1/16,Fully Paid, 36 months,21000,80000,24.1,695,39,1 year,B,RENT,2/1/16,Good,
1082330,2/1/16,Fully Paid, 36 months,8000,30000,13.12,700,,< 1 year,C,RENT,2/1/16,Good,
1082333,2/1/16,Fully Paid, 36 months,11500,65000,9.44,710,55,10+ years,B,RENT,2/1/16,Good,
1082334,2/1/16,Fully Paid, 36 months,14000,60000,31.16,685,,2 years,C,RENT,2/1/16,Good,
1082335,2/1/16,Fully Paid, 36 months,33000,99900,12.04,690,49,10+ years,B,OWN,2/1/16,Good,
1082340,2/1/16,Charged Off, 60 months,11575,55000,18.74,730,,1 year,G,RENT,2/1/16,Bad,
1082341,2/1/16,Charged Off, 60 months,15000,67000,22.43,665,,5 years,D,MORTGAGE,2/1/16,Bad,
1082342,2/1/16,Fully Paid, 36 months,5500,40000,14.58,670,,10+ years,B,MORTGAGE,2/1/16,Good,
1082343,2/1/16,Fully Paid, 36 months,35000,104000,27.12,705,,10+ years,A,OWN,2/1/16,Good,
1082344,2/1/16,Fully Paid, 36 months,12000,50000,28.54,690,,10+ years,B,RENT,2/1/16,Good,
1082345,2/1/16,Charged Off, 60 months,23675,68000,18.93,665,14,10+ years,C,OWN,2/1/16,Bad,
1082346,2/1/16,Fully Paid, 36 months,13500,27000,12.36,725,,,C,MORTGAGE,2/1/16,Good,
1082347,2/1/16,Fully Paid, 36 months,20000,110000,11.77,670,,5 years,B,MORTGAGE,2/1/16,Good,
1082350,2/1/16,Charged Off, 36 months,18775,80000,9.02,665,,5 years,D,RENT,2/1/16,Bad,
1082351,2/1/16,Current, 60 months,21125,175000,12.49,675,,4 years,E,RENT,2/1/16,Good,
1082352,2/1/16,Fully Paid, 36 months,12875,46000,6.57,740,,7 years,A,MORTGAGE,2/1/16,Good,
1082353,2/1/16,Charged Off, 60 months,18600,60000,32,675,,10+ years,G,MORTGAGE,2/1/16,Bad,
1082355,2/1/16,Fully Paid, 36 months,11200,74880,19.92,660,16,< 1 year,C,RENT,2/1/16,Good,
1082356,2/1/16,Fully Paid, 36 months,30000,92000,16.74,705,39,4 years,C,MORTGAGE,2/1/16,Good,
1082357,2/1/16,Charged Off, 60 months,13625,32000,23.89,660,,8 years,G,MORTGAGE,2/1/16,Bad,
1082359,2/1/16,Fully Paid, 36 months,15000,55000,24.61,805,,,A,MORTGAGE,2/1/16,Good,
1082360,2/1/16,Fully Paid, 36 months,6750,38000,20.81,685,,2 years,B,RENT,2/1/16,Good,
1082361,2/1/16,Charged Off, 60 months,14000,91000,25.28,710,31,< 1 year,B,OWN,2/1/16,Bad,
1082363,2/1/16,Fully Paid, 36 months,17000,85000,11.46,690,2,10+ years,A,MORTGAGE,2/1/16,Good,
1082364,2/1/16,Charged Off, 60 months,20000,59000,13.1,675,16,10+ years,E,MORTGAGE,2/1/16,Bad,
1082366,2/1/16,Fully Paid, 36 months,25000,135000,11.8,745,28,< 1 year,A,MORTGAGE,2/1/16,Good,
1082367,2/1/16,Fully Paid, 36 months,28000,99625,22.25,745,,10+ years,A,MORTGAGE,2/1/16,Good,
1082369,2/1/16,Fully Paid, 36 months,6000,60000,17.46,680,24,3 years,B,MORTGAGE,2/1/16,Good,
1082370,2/1/16,Charged Off, 60 months,10000,42260.36,8.35,675,56,10+ years,C,RENT,2/1/16,Bad,
1082371,2/1/16,Fully Paid, 60 months,35000,72504,21.76,705,,,C,MORTGAGE,2/1/16,Good,
1082373,2/1/16,Fully Paid, 36 months,30000,131000,15.07,670,,< 1 year,B,MORTGAGE,2/1/16,Good,
1082375,2/1/16,Fully Paid, 36 months,25000,125000,18.08,690,,10+ years,A,RENT,2/1/16,Good,
1082376,2/1/16,Current, 36 months,35000,300000,12.05,660,10,10+ years,C,MORTGAGE,2/1/16,Good,
1082377,2/1/16,Charged Off, 36 months,3825,55000,17.3,695,,9 years,E,RENT,2/1/16,Bad,
1082379,2/1/16,Fully Paid, 36 months,10000,30000,20.04,700,,7 years,B,RENT,2/1/16,Good,
1082380,2/1/16,Fully Paid, 36 months,11000,50000,27.89,670,25,1 year,B,MORTGAGE,2/1/16,Good,
1082383,2/1/16,Current, 60 months,15600,55000,20.82,660,42,,E,MORTGAGE,2/1/16,Good,
1082384,2/1/16,Fully Paid, 36 months,20000,120000,24.77,665,73,6 years,B,MORTGAGE,2/1/16,Good,
1082385,2/1/16,Fully Paid, 36 months,10000,60000,20.13,725,73,2 years,B,MORTGAGE,2/1/16,Good,
1082388,2/1/16,Fully Paid, 36 months,15000,175000,8.64,665,36,6 years,B,RENT,2/1/16,Good,
1082389,2/1/16,Charged Off, 60 months,26675,90000,30.96,720,74,6 years,E,MORTGAGE,2/1/16,Bad,
1082394,2/1/16,Charged Off, 60 months,15000,50000,6.67,780,,,B,OWN,2/1/16,Bad,
1082396,2/1/16,Current, 60 months,28000,138000,26.83,680,34,5 years,B,MORTGAGE,2/1/16,Good,
1082397,2/1/16,Fully Paid, 60 months,15000,50000,34.83,660,5,4 years,E,RENT,2/1/16,Good,
1082398,2/1/16,Charged Off, 60 months,10000,65000,23.65,685,68,1 year,C,MORTGAGE,2/1/16,Bad,
1082401,2/1/16,Fully Paid, 36 months,6000,63000,6.77,795,,3 years,A,MORTGAGE,2/1/16,Good,
1082402,2/1/16,Fully Paid, 60 months,10000,33000,12.98,675,,< 1 year,E,MORTGAGE,2/1/16,Good,
1082403,2/1/16,Charged Off, 60 months,20000,75000,10.32,675,41,5 years,C,MORTGAGE,2/1/16,Bad,
1082407,2/1/16,Fully Paid, 60 months,25000,82000,28.96,670,32,10+ years,E,RENT,2/1/16,Good,
1082408,2/1/16,Fully Paid, 36 months,5600,42200,33.56,690,46,7 years,B,RENT,2/1/16,Good,
1082410,2/1/16,Fully Paid, 36 months,10000,40000,25.65,685,,8 years,B,MORTGAGE,2/1/16,Good,
1082411,2/1/16,Fully Paid, 60 months,32000,135000,9.43,660,,10+ years,C,RENT,2/1/16,Good,
1082412,2/1/16,Fully Paid, 36 months,20250,45000,22.51,690,30,,B,MORTGAGE,2/1/16,Good,
1082413,2/1/16,Current, 60 months,12450,24900,19.33,670,61,8 years,F,OWN,2/1/16,Good,
1082415,2/1/16,Fully Paid, 36 months,15000,42500,22.25,660,12,10+ years,B,RENT,2/1/16,Good,
1082416,2/1/16,Fully Paid, 36 months,10000,58240,15.37,675,15,3 years,B,OWN,2/1/16,Good,
1082417,2/1/16,Fully Paid, 60 months,19000,46000,20.3,715,,5 years,C,MORTGAGE,2/1/16,Good,
1082420,2/1/16,Fully Paid, 36 months,5000,175000,14.67,770,64,2 years,A,MORTGAGE,2/1/16,Good,
1082421,2/1/16,Fully Paid, 36 months,5600,30000,39.44,690,32,5 years,D,OWN,2/1/16,Good,
1082422,2/1/16,Fully Paid, 36 months,20000,80000,11.72,685,3,3 years,A,MORTGAGE,2/1/16,Good,
1082426,2/1/16,Fully Paid, 36 months,35000,78000,15.71,720,55,< 1 year,E,MORTGAGE,2/1/16,Good,
1082427,2/1/16,Fully Paid, 36 months,10000,42700,17.2,730,,3 years,A,RENT,2/1/16,Good,
1082429,2/1/16,Fully Paid, 36 months,5400,66500,9.66,710,60,10+ years,A,MORTGAGE,2/1/16,Good,
1082433,2/1/16,Fully Paid, 36 months,15000,110000,18.54,660,,10+ years,C,RENT,2/1/16,Good,
1082434,2/1/16,Charged Off, 60 months,16450,70000,5.98,685,,7 years,F,RENT,2/1/16,Bad,
1082436,2/1/16,Charged Off, 36 months,34800,91000,17.57,670,,10+ years,C,MORTGAGE,2/1/16,Bad,
1082437,2/1/16,Fully Paid, 60 months,35000,265000,18.4,720,48,< 1 year,B,MORTGAGE,2/1/16,Good,
1082438,2/1/16,Fully Paid, 36 months,30000,125000,4.15,750,,2 years,B,MORTGAGE,2/1/16,Good,
1082439,2/1/16,Fully Paid, 36 months,20000,70000,10.47,710,69,10+ years,A,RENT,2/1/16,Good,
1082440,2/1/16,Current, 60 months,24000,109000,22.31,695,69,5 years,C,MORTGAGE,2/1/16,Good,
1082443,2/1/16,Fully Paid, 36 months,24000,68000,36.97,660,2,9 years,E,RENT,2/1/16,Good,
1082444,2/1/16,Fully Paid, 36 months,30000,100000,12.55,675,35,3 years,C,MORTGAGE,2/1/16,Good,
1082445,2/1/16,Charged Off, 60 months,16500,55045,22.96,685,,10+ years,F,MORTGAGE,2/1/16,Bad,
1082446,2/1/16,Fully Paid, 36 months,6050,170000,0.44,705,9,2 years,C,OWN,2/1/16,Good,
1082447,2/1/16,Current, 60 months,15000,46000,19.8,720,,9 years,C,RENT,2/1/16,Good,
1082449,2/1/16,Fully Paid, 36 months,22000,52000,14.63,665,,10+ years,B,MORTGAGE,2/1/16,Good,
1082452,2/1/16,Charged Off, 36 months,2050,10000,32.53,675,40,,F,RENT,2/1/16,Bad,
1082453,2/1/16,Fully Paid, 36 months,3600,46895,1.28,725,,4 years,B,RENT,2/1/16,Good,
1082454,2/1/16,Charged Off, 60 months,21875,65000,32.42,660,19,3 years,E,MORTGAGE,2/1/16,Bad,
1082457,2/1/16,Fully Paid, 36 months,30000,148000,19.63,695,,10+ years,B,MORTGAGE,2/1/16,Good,
1082458,2/1/16,Charged Off, 36 months,35000,105000,14.3,675,18,4 years,D,RENT,2/1/16,Bad,
1082459,2/1/16,Fully Paid, 36 months,35000,123000,15.01,660,8,10+ years,C,RENT,2/1/16,Good,
1082461,2/1/16,Fully Paid, 36 months,30000,125000,23.14,690,15,10+ years,B,MORTGAGE,2/1/16,Good,
1082462,2/1/16,Fully Paid, 36 months,21900,82000,26.11,675,35,1 year,D,RENT,2/1/16,Good,
1082463,2/1/16,Fully Paid, 36 months,27250,59251,17.68,705,,,C,MORTGAGE,2/1/16,Good,
1082464,2/1/16,Fully Paid, 60 months,25000,71000,14.06,675,21,10+ years,D,RENT,2/1/16,Good,
1082465,2/1/16,Fully Paid, 36 months,2000,40000,21.97,735,63,< 1 year,A,OWN,2/1/16,Good,
1082470,2/1/16,Charged Off, 36 months,20000,44000,16.45,705,,10+ years,B,MORTGAGE,2/1/16,Bad,
1082473,2/1/16,Charged Off, 60 months,30000,110000,9.74,705,26,4 years,E,MORTGAGE,2/1/16,Bad,
1082478,2/1/16,Current, 60 months,16000,65000,48.66,670,,9 years,E,RENT,2/1/16,Good,
1082479,2/1/16,Fully Paid, 36 months,6000,55000,22.37,675,,10+ years,B,RENT,2/1/16,Good,
1082480,2/1/16,Fully Paid, 60 months,28975,63000,18.67,690,,10+ years,E,MORTGAGE,2/1/16,Good,
1082481,2/1/16,Fully Paid, 36 months,5500,33000,19.28,675,16,2 years,B,RENT,2/1/16,Good,
1082484,2/1/16,Fully Paid, 36 months,15000,49233,11.85,700,58,8 years,A,MORTGAGE,2/1/16,Good,
1082486,2/1/16,Fully Paid, 60 months,35000,76500,27.62,705,,1 year,E,MORTGAGE,2/1/16,Good,
1082488,2/1/16,Charged Off, 36 months,4200,23000,37.81,665,25,,C,RENT,2/1/16,Bad,
1082490,2/1/16,Fully Paid, 36 months,30000,200000,16.25,700,,< 1 year,B,MORTGAGE,2/1/16,Good,
1082491,2/1/16,In Grace Period, 60 months,24000,89000,24.97,685,9,10+ years,F,RENT,2/1/16,Bad,
1082495,2/1/16,Charged Off, 60 months,20000,150000,21.51,690,,3 years,E,MORTGAGE,2/1/16,Bad,
1082496,2/1/16,Fully Paid, 36 months,11000,36000,16.43,660,15,5 years,B,RENT,2/1/16,Good,
1082497,2/1/16,Fully Paid, 36 months,19000,70000,14.33,755,,6 years,A,MORTGAGE,2/1/16,Good,
1082498,2/1/16,Fully Paid, 36 months,15000,43000,34.69,695,,5 years,A,RENT,2/1/16,Good,
1082500,2/1/16,Charged Off, 60 months,15000,81000,23.64,705,24,10+ years,B,MORTGAGE,2/1/16,Bad,
1082501,2/1/16,Fully Paid, 36 months,10500,54000,23.6,700,38,7 years,B,MORTGAGE,2/1/16,Good,
1082503,2/1/16,Fully Paid, 36 months,5525,68000,12.05,680,15,3 years,C,RENT,2/1/16,Good,
1082504,2/1/16,Fully Paid, 36 months,16000,85000,13.93,710,22,2 years,A,MORTGAGE,2/1/16,Good,
1082509,2/1/16,Current, 60 months,31900,63800,22.65,690,,< 1 year,C,RENT,2/1/16,Good,
1082513,2/1/16,Current, 60 months,10750,58000,16.76,805,61,9 years,B,MORTGAGE,2/1/16,Good,
1082514,2/1/16,Fully Paid, 60 months,10800,109000,12.3,690,,10+ years,C,RENT,2/1/16,Good,
1082515,2/1/16,Fully Paid, 36 months,15000,51000,25.27,680,,10+ years,A,MORTGAGE,2/1/16,Good,
1082516,2/1/16,Fully Paid, 60 months,35000,130000,19.17,680,61,10+ years,D,RENT,2/1/16,Good,
1082517,2/1/16,Fully Paid, 36 months,8400,54000,27.84,680,21,10+ years,D,MORTGAGE,2/1/16,Good,
1082523,2/1/16,Fully Paid, 36 months,5000,85000,13.82,710,78,10+ years,B,MORTGAGE,2/1/16,Good,
1082524,2/1/16,Charged Off, 60 months,23400,65000,20.62,680,,2 years,E,RENT,2/1/16,Bad,
1082525,2/1/16,Fully Paid, 36 months,33100,120000,6.02,740,,2 years,D,RENT,2/1/16,Good,
1082526,2/1/16,Fully Paid, 36 months,16175,130000,5.75,660,40,9 years,D,MORTGAGE,2/1/16,Good,
1082528,2/1/16,Fully Paid, 36 months,8500,32500,8.83,675,27,5 years,B,RENT,2/1/16,Good,
1082529,2/1/16,Fully Paid, 36 months,3600,65000,5.04,670,22,< 1 year,B,MORTGAGE,2/1/16,Good,
1082534,2/1/16,Fully Paid, 36 months,11000,105000,7.07,665,,3 years,C,RENT,2/1/16,Good,
1082537,2/1/16,Fully Paid, 36 months,8500,26500,14.49,705,,10+ years,B,MORTGAGE,2/1/16,Good,
1082538,2/1/16,Fully Paid, 36 months,21000,114000,32.29,660,,10+ years,B,RENT,2/1/16,Good,
1082540,2/1/16,Fully Paid, 36 months,20000,65000,10.86,715,,9 years,A,RENT,2/1/16,Good,
1082542,2/1/16,Fully Paid, 36 months,10000,126000,7.4,775,46,5 years,A,MORTGAGE,2/1/16,Good,
1082543,2/1/16,Current, 60 months,14400,49500,27.81,670,26,10+ years,E,RENT,2/1/16,Good,
1082547,2/1/16,Current, 60 months,12000,28664,35.13,690,10,,D,RENT,2/1/16,Good,
1082549,2/1/16,Fully Paid, 36 months,6000,70000,23.54,685,81,10+ years,B,MORTGAGE,2/1/16,Good,
1082551,2/1/16,Charged Off, 36 months,7000,62000,8.11,665,59,3 years,E,OWN,2/1/16,Bad,
1082553,2/1/16,Charged Off, 36 months,35000,160000,22.06,675,45,2 years,D,MORTGAGE,2/1/16,Bad,
1082556,2/1/16,Fully Paid, 60 months,10000,80000,12.93,700,,10+ years,B,MORTGAGE,2/1/16,Good,
1082557,2/1/16,Charged Off, 36 months,14275,60000,20.95,680,,1 year,D,MORTGAGE,2/1/16,Bad,
1082558,2/1/16,Fully Paid, 36 months,20000,90000,17.29,690,,6 years,C,MORTGAGE,2/1/16,Good,
1082559,2/1/16,Charged Off, 36 months,4525,12576,25.48,665,56,,C,RENT,2/1/16,Bad,
1082561,2/1/16,Current, 60 months,25000,80000,20.7,695,,10+ years,D,RENT,2/1/16,Good,
1082562,2/1/16,Fully Paid, 60 months,11250,35000,27.37,685,,5 years,F,RENT,2/1/16,Good,
1082565,2/1/16,Fully Paid, 60 months,20000,60000,28.62,665,14,3 years,D,MORTGAGE,2/1/16,Good,
1082566,2/1/16,Fully Paid, 36 months,28000,155000,13.24,770,26,10+ years,A,MORTGAGE,2/1/16,Good,
1082567,2/1/16,Fully Paid, 36 months,35000,384000,14.33,695,9,9 years,D,OWN,2/1/16,Good,
1082568,2/1/16,Fully Paid, 36 months,19850,58420,12.72,660,71,< 1 year,F,RENT,2/1/16,Good,
1082569,2/1/16,Current, 60 months,16000,44000,20.84,680,,10+ years,C,MORTGAGE,2/1/16,Good,
1082572,2/1/16,Fully Paid, 36 months,35000,300000,7.55,685,,6 years,C,MORTGAGE,2/1/16,Good,
1082575,2/1/16,Fully Paid, 36 months,11050,44000,27.44,665,,10+ years,B,MORTGAGE,2/1/16,Good,
1082583,2/1/16,Charged Off, 60 months,24000,110000,10.08,685,43,10+ years,D,MORTGAGE,2/1/16,Bad,
1082585,2/1/16,Charged Off, 36 months,10500,165000,15.78,690,57,7 years,C,RENT,2/1/16,Bad,
1082586,2/1/16,Charged Off, 36 months,6400,25000,39.22,780,,,B,OWN,2/1/16,Bad,
1082587,2/1/16,Charged Off, 36 months,20000,92256,13.2,710,,,C,RENT,2/1/16,Bad,
1082590,2/1/16,Fully Paid, 36 months,11000,36290,25.4,690,23,,A,MORTGAGE,2/1/16,Good,
1082596,2/1/16,Charged Off, 60 months,16000,145000,12.31,690,6,2 years,B,MORTGAGE,2/1/16,Bad,
1082599,2/1/16,Fully Paid, 36 months,10000,75000,21.39,670,82,6 years,B,MORTGAGE,2/1/16,Good,
1082600,2/1/16,Fully Paid, 36 months,8500,27400,24.31,670,44,2 years,B,RENT,2/1/16,Good,
1082601,2/1/16,Fully Paid, 36 months,35000,109074,12.74,660,5,5 years,C,MORTGAGE,2/1/16,Good,
1082603,2/1/16,Fully Paid, 36 months,8000,101000,9.87,670,,8 years,D,RENT,2/1/16,Good,
1082604,2/1/16,Fully Paid, 36 months,25000,60000,22.36,690,,10+ years,D,RENT,2/1/16,Good,
1082605,2/1/16,Current, 60 months,20000,70700,24.85,695,,,B,MORTGAGE,2/1/16,Good,
1082606,2/1/16,Fully Paid, 36 months,18000,60000,13.08,675,15,8 years,B,RENT,2/1/16,Good,
1082608,2/1/16,Fully Paid, 36 months,28000,245000,13.39,775,,8 years,A,MORTGAGE,2/1/16,Good,
1082610,2/1/16,Fully Paid, 36 months,8000,90000,34.03,665,3,10+ years,D,RENT,2/1/16,Good,
1082611,2/1/16,Fully Paid, 60 months,30000,78000,12.14,710,,10+ years,D,MORTGAGE,2/1/16,Good,
1082613,2/1/16,Fully Paid, 36 months,24000,165000,9.37,670,45,10+ years,C,MORTGAGE,2/1/16,Good,
