,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date
1077895,2016-02-01,Current, 60 months,10000.0,115000.0,9.55,680.0,4.0,2 years,A,OWN,2016-02-01
1077896,2016-02-01,Fully Paid, 36 months,7200.0,43000.0,23.33,685.0,34.0,10+ years,B,RENT,2016-02-01
1077897,2016-02-01,Fully Paid, 36 months,16000.0,48000.0,18.05,670.0,34.0,10+ years,B,MORTGAGE,2016-02-01
1077898,2016-02-01,Fully Paid, 36 months,3500.0,18000.0,33.27,670.0,,2 years,C,RENT,2016-02-01
1077899,2016-02-01,Current, 60 months,16000.0,50000.0,14.19,725.0,,2 years,C,MORTGAGE,2016-02-01
1077900,2016-02-01,Charged Off, 60 months,35000.0,143734.1,29.22,665.0,,5 years,E,MORTGAGE,2016-02-01
1077901,2016-02-01,Charged Off, 36 months,8000.0,50000.0,10.08,675.0,48.0,10+ years,B,RENT,2016-02-01
1077902,2016-02-01,Charged Off, 36 months,10000.0,65000.0,18.41,700.0,46.0,8 years,A,RENT,2016-02-01
1077903,2016-02-01,Fully Paid, 36 months,8075.0,45226.0,0.0,670.0,47.0,10+ years,E,OWN,2016-02-01
1077904,2016-02-01,Fully Paid, 36 months,6500.0,65000.0,23.5,705.0,67.0,10+ years,B,RENT,2016-02-01
1077905,2016-02-01,Charged Off, 60 months,10100.0,22000.0,34.81,725.0,6.0,< 1 year,C,RENT,2016-02-01
1077906,2016-02-01,Charged Off, 36 months,2000.0,60000.0,21.76,670.0,31.0,10+ years,C,RENT,2016-02-01
1077907,2016-02-01,Fully Paid, 60 months,24000.0,127000.0,8.84,695.0,5.0,10+ years,B,OWN,2016-02-01
1077908,2016-02-01,Fully Paid, 60 months,21950.0,78000.0,17.38,675.0,,< 1 year,E,OWN,2016-02-01
1077909,2016-02-01,Fully Paid, 36 months,12000.0,180000.0,15.04,745.0,1.0,1 year,A,MORTGAGE,2016-02-01
1077910,2016-02-01,Fully Paid, 36 months,10000.0,300000.0,15.51,665.0,3.0,10+ years,B,MORTGAGE,2016-02-01
1077911,2016-02-01,Fully Paid, 60 months,30000.0,120000.0,14.82,675.0,33.0,10+ years,F,MORTGAGE,2016-02-01
1077912,2016-02-01,Fully Paid, 36 months,8000.0,52000.0,8.42,670.0,,5 years,B,MORTGAGE,2016-02-01
1077913,2016-02-01,Fully Paid, 36 months,27000.0,140000.0,12.78,685.0,50.0,< 1 year,B,MORTGAGE,2016-02-01
1077914,2016-02-01,Fully Paid, 36 months,8000.0,29193.0,23.89,670.0,,10+ years,B,RENT,2016-02-01
1077915,2016-02-01,Charged Off, 36 months,5800.0,35000.0,14.3,780.0,,3 years,C,RENT,2016-02-01
1077916,2016-02-01,Charged Off, 60 months,10000.0,120000.0,15.59,685.0,,3 years,E,MORTGAGE,2016-02-01
1077917,2016-02-01,Fully Paid, 60 months,18000.0,100000.0,23.92,670.0,,8 years,C,MORTGAGE,2016-02-01
1077918,2016-02-01,Fully Paid, 36 months,1500.0,156000.0,7.35,680.0,7.0,10+ years,C,OWN,2016-02-01
1077919,2016-02-01,Fully Paid, 36 months,5650.0,42000.0,12.43,660.0,24.0,10+ years,D,MORTGAGE,2016-02-01
1077920,2016-02-01,Current, 60 months,20000.0,180000.0,6.82,735.0,,2 years,B,MORTGAGE,2016-02-01
1077921,2016-02-01,Fully Paid, 60 months,20000.0,87000.0,7.52,665.0,20.0,10+ years,F,MORTGAGE,2016-02-01
1077922,2016-02-01,Fully Paid, 36 months,20000.0,235000.0,8.87,660.0,42.0,< 1 year,B,MORTGAGE,2016-02-01
1077923,2016-02-01,Fully Paid, 60 months,25000.0,120000.0,15.64,660.0,,10+ years,D,MORTGAGE,2016-02-01
1077924,2016-02-01,Fully Paid, 36 months,25000.0,155000.0,12.32,700.0,69.0,10+ years,A,MORTGAGE,2016-02-01
1077925,2016-02-01,Current, 60 months,20000.0,67000.0,10.19,705.0,25.0,10+ years,D,MORTGAGE,2016-02-01
1077926,2016-02-01,Fully Paid, 36 months,10000.0,41000.0,22.13,680.0,82.0,4 years,C,RENT,2016-02-01
1077927,2016-02-01,Fully Paid, 60 months,20000.0,55100.0,37.14,715.0,,8 years,D,MORTGAGE,2016-02-01
1077928,2016-02-01,Fully Paid, 36 months,9975.0,80000.0,16.98,665.0,15.0,1 year,C,RENT,2016-02-01
1077929,2016-02-01,Fully Paid, 36 months,3000.0,71653.02,19.8,705.0,,10+ years,B,RENT,2016-02-01
1077930,2016-02-01,Charged Off, 36 months,6000.0,38000.0,21.89,665.0,,5 years,B,RENT,2016-02-01
1077931,2016-02-01,Charged Off, 36 months,8000.0,30000.0,33.36,715.0,,4 years,C,RENT,2016-02-01
1077932,2016-02-01,Fully Paid, 36 months,35000.0,218000.0,16.29,750.0,,10+ years,C,MORTGAGE,2016-02-01
1077933,2016-02-01,Fully Paid, 36 months,8000.0,46000.0,16.76,660.0,35.0,,C,RENT,2016-02-01
1077934,2016-02-01,Fully Paid, 36 months,12500.0,131000.0,23.21,745.0,64.0,10+ years,A,MORTGAGE,2016-02-01
1077935,2016-02-01,Fully Paid, 36 months,12500.0,91500.0,19.29,670.0,15.0,10+ years,B,MORTGAGE,2016-02-01
1077936,2016-02-01,Fully Paid, 60 months,17500.0,90040.0,23.67,710.0,64.0,10+ years,B,MORTGAGE,2016-02-01
1077937,2016-02-01,Fully Paid, 36 months,10800.0,30000.0,24.52,660.0,11.0,< 1 year,E,RENT,2016-02-01
1077938,2016-02-01,Fully Paid, 36 months,12000.0,88400.0,26.5,680.0,,10+ years,B,MORTGAGE,2016-02-01
1077939,2016-02-01,Fully Paid, 60 months,35000.0,117000.0,31.89,735.0,,4 years,E,RENT,2016-02-01
1077940,2016-02-01,Fully Paid, 36 months,8000.0,35000.0,23.5,675.0,,3 years,C,MORTGAGE,2016-02-01
1077941,2016-02-01,Fully Paid, 36 months,25000.0,250000.0,16.67,710.0,3.0,10+ years,A,MORTGAGE,2016-02-01
1077942,2016-02-01,Fully Paid, 36 months,14000.0,100000.0,32.32,680.0,18.0,4 years,D,RENT,2016-02-01
1077943,2016-02-01,Fully Paid, 36 months,8800.0,22000.0,24.28,690.0,,1 year,D,OWN,2016-02-01
1077944,2016-02-01,Charged Off, 36 months,15400.0,35000.0,24.55,685.0,47.0,,D,RENT,2016-02-01
1077945,2016-02-01,Fully Paid, 36 months,10500.0,48000.0,18.33,695.0,8.0,10+ years,B,MORTGAGE,2016-02-01
1077946,2016-02-01,Charged Off, 36 months,16000.0,63000.0,12.5,715.0,,9 years,B,MORTGAGE,2016-02-01
1077947,2016-02-01,Current, 36 months,26225.0,75000.0,37.76,675.0,,4 years,E,MORTGAGE,2016-02-01
1077948,2016-02-01,Fully Paid, 36 months,21000.0,130000.0,20.67,660.0,31.0,10+ years,B,MORTGAGE,2016-02-01
1077949,2016-02-01,Fully Paid, 36 months,6000.0,62000.0,15.1,670.0,67.0,< 1 year,B,OWN,2016-02-01
1077950,2016-02-01,Charged Off, 60 months,24700.0,57000.0,22.46,690.0,73.0,1 year,C,MORTGAGE,2016-02-01
1077951,2016-02-01,Fully Paid, 36 months,20000.0,100000.0,14.92,790.0,,,A,MORTGAGE,2016-02-01
1077952,2016-02-01,Fully Paid, 36 months,3250.0,42000.0,16.02,705.0,,2 years,B,RENT,2016-02-01
1077953,2016-02-01,Charged Off, 36 months,8000.0,46000.0,20.04,675.0,,3 years,C,RENT,2016-02-01
1077954,2016-02-01,Charged Off, 60 months,28000.0,159300.0,11.08,675.0,,3 years,E,RENT,2016-02-01
1077955,2016-02-01,Current, 60 months,25000.0,80000.0,16.38,720.0,,10+ years,A,RENT,2016-02-01
1077956,2016-02-01,Fully Paid, 36 months,20575.0,49000.0,24.57,665.0,,,D,MORTGAGE,2016-02-01
1077957,2016-02-01,Charged Off, 36 months,5000.0,79000.0,22.65,665.0,30.0,7 years,C,RENT,2016-02-01
1077958,2016-02-01,Fully Paid, 36 months,25000.0,125000.0,7.5,685.0,15.0,2 years,A,MORTGAGE,2016-02-01
1077959,2016-02-01,Fully Paid, 36 months,20000.0,100000.0,1.69,690.0,,5 years,B,MORTGAGE,2016-02-01
1077960,2016-02-01,Fully Paid, 60 months,18000.0,62000.0,17.52,675.0,,10+ years,C,MORTGAGE,2016-02-01
1077961,2016-02-01,Charged Off, 60 months,12000.0,58000.0,20.69,670.0,26.0,3 years,C,MORTGAGE,2016-02-01
1077962,2016-02-01,Fully Paid, 60 months,20150.0,56000.0,12.81,705.0,,1 year,E,RENT,2016-02-01
1077963,2016-02-01,Fully Paid, 36 months,6000.0,23000.0,39.33,665.0,6.0,6 years,E,RENT,2016-02-01
1077964,2016-02-01,Charged Off, 60 months,35000.0,93000.0,29.7,705.0,27.0,10+ years,C,MORTGAGE,2016-02-01
1077965,2016-02-01,Fully Paid, 36 months,8000.0,55000.0,13.29,710.0,,1 year,C,MORTGAGE,2016-02-01
1077966,2016-02-01,Current, 60 months,19200.0,60000.0,26.38,665.0,,< 1 year,C,RENT,2016-02-01
1077967,2016-02-01,Fully Paid, 36 months,10200.0,36000.0,13.5,760.0,,2 years,A,RENT,2016-02-01
1077968,2016-02-01,Fully Paid, 36 months,30000.0,72000.0,29.43,675.0,10.0,10+ years,C,MORTGAGE,2016-02-01
1077969,2016-02-01,Fully Paid, 36 months,13325.0,39644.0,19.15,690.0,37.0,1 year,C,RENT,2016-02-01
1077970,2016-02-01,Fully Paid, 36 months,15000.0,93000.0,5.56,690.0,7.0,10+ years,A,MORTGAGE,2016-02-01
1077971,2016-02-01,Fully Paid, 60 months,11000.0,42000.0,16.97,685.0,,5 years,C,RENT,2016-02-01
1077972,2016-02-01,Charged Off, 60 months,16000.0,48000.0,26.61,670.0,13.0,3 years,C,RENT,2016-02-01
1077973,2016-02-01,Fully Paid, 36 months,25000.0,83000.0,15.37,660.0,21.0,5 years,C,RENT,2016-02-01
1077974,2016-02-01,Fully Paid, 36 months,24000.0,93000.0,8.95,660.0,,10+ years,B,RENT,2016-02-01
1077975,2016-02-01,Charged Off, 36 months,20000.0,120000.0,28.36,670.0,19.0,2 years,B,RENT,2016-02-01
1077976,2016-02-01,Fully Paid, 36 months,5500.0,55000.0,26.23,710.0,,10+ years,C,RENT,2016-02-01
1077977,2016-02-01,Fully Paid, 36 months,9350.0,26000.0,9.0,750.0,,10+ years,B,OWN,2016-02-01
1077978,2016-02-01,Fully Paid, 36 months,11500.0,65000.0,26.79,695.0,30.0,< 1 year,C,RENT,2016-02-01
1077979,2016-02-01,Fully Paid, 60 months,35000.0,103420.0,30.97,740.0,,9 years,B,MORTGAGE,2016-02-01
1077980,2016-02-01,Fully Paid, 36 months,24000.0,90000.0,29.32,675.0,37.0,< 1 year,C,RENT,2016-02-01
1077981,2016-02-01,Charged Off, 60 months,35000.0,74400.0,9.27,785.0,,7 years,C,MORTGAGE,2016-02-01
1077982,2016-02-01,Fully Paid, 36 months,6000.0,32318.0,29.89,675.0,,< 1 year,C,OWN,2016-02-01
1077983,2016-02-01,Fully Paid, 36 months,7000.0,61000.0,26.17,670.0,,2 years,C,MORTGAGE,2016-02-01
1077984,2016-02-01,Fully Paid, 36 months,15500.0,60935.0,19.18,680.0,,3 years,C,MORTGAGE,2016-02-01
1077985,2016-02-01,Charged Off, 36 months,5000.0,39000.0,22.71,660.0,30.0,10+ years,B,MORTGAGE,2016-02-01
1077986,2016-02-01,Fully Paid, 36 months,5000.0,50000.0,9.91,685.0,30.0,10+ years,A,MORTGAGE,2016-02-01
1077987,2016-02-01,Current, 60 months,30000.0,70000.0,13.28,695.0,20.0,3 years,B,OWN,2016-02-01
1077988,2016-02-01,Fully Paid, 36 months,10000.0,74000.0,24.57,740.0,,9 years,A,MORTGAGE,2016-02-01
1077989,2016-02-01,Fully Paid, 36 months,4200.0,29329.0,28.64,690.0,13.0,,C,OWN,2016-02-01
1077990,2016-02-01,Fully Paid, 36 months,2000.0,150000.0,11.36,660.0,3.0,3 years,B,RENT,2016-02-01
1077991,2016-02-01,Fully Paid, 36 months,5000.0,53800.0,21.21,740.0,69.0,10+ years,A,MORTGAGE,2016-02-01
1077992,2016-02-01,Fully Paid, 36 months,5000.0,130000.0,11.7,675.0,28.0,9 years,C,RENT,2016-02-01
1077993,2016-02-01,Fully Paid, 36 months,3000.0,23000.0,25.57,705.0,38.0,2 years,A,OWN,2016-02-01
1077994,2016-02-01,Fully Paid, 36 months,10000.0,65000.0,5.29,720.0,38.0,4 years,A,RENT,2016-02-01
1077995,2016-02-01,Current, 60 months,15000.0,115000.0,25.69,725.0,,< 1 year,B,RENT,2016-02-01
1077996,2016-02-01,Late (16-30 days), 60 months,21000.0,101000.0,21.21,685.0,34.0,10+ years,D,MORTGAGE,2016-02-01
1077997,2016-02-01,Charged Off, 36 months,17100.0,47500.0,40.22,675.0,78.0,,E,RENT,2016-02-01
1077998,2016-02-01,Fully Paid, 36 months,14000.0,68500.0,19.78,740.0,47.0,10+ years,B,MORTGAGE,2016-02-01
1077999,2016-02-01,Charged Off, 60 months,21000.0,96000.0,10.68,660.0,19.0,3 years,C,RENT,2016-02-01
1078000,2016-02-01,Fully Paid, 60 months,12500.0,35000.0,35.12,705.0,66.0,4 years,D,OWN,2016-02-01
1078001,2016-02-01,Charged Off, 36 months,10000.0,20000.0,36.49,670.0,,,E,RENT,2016-02-01
1078002,2016-02-01,Fully Paid, 36 months,26200.0,62400.0,27.06,660.0,,,D,MORTGAGE,2016-02-01
1078003,2016-02-01,Fully Paid, 36 months,21100.0,48000.0,21.35,680.0,18.0,1 year,D,MORTGAGE,2016-02-01
1078004,2016-02-01,Fully Paid, 60 months,20000.0,47000.0,20.97,705.0,,10+ years,C,OWN,2016-02-01
1078005,2016-02-01,Fully Paid, 36 months,9000.0,109000.0,4.8,685.0,19.0,5 years,B,MORTGAGE,2016-02-01
1078006,2016-02-01,Charged Off, 36 months,11125.0,26500.0,8.83,705.0,,,B,OWN,2016-02-01
1078007,2016-02-01,Fully Paid, 36 months,15000.0,48000.0,34.9,665.0,54.0,8 years,C,OWN,2016-02-01
1078008,2016-02-01,Fully Paid, 60 months,28000.0,85000.0,19.09,685.0,,3 years,E,OWN,2016-02-01
1078009,2016-02-01,Fully Paid, 60 months,28000.0,80000.0,22.64,680.0,,7 years,C,MORTGAGE,2016-02-01
1078010,2016-02-01,Fully Paid, 36 months,20000.0,76000.0,31.42,710.0,67.0,10+ years,B,MORTGAGE,2016-02-01
1078011,2016-02-01,Fully Paid, 36 months,12000.0,35000.0,16.09,660.0,35.0,2 years,B,RENT,2016-02-01
1078012,2016-02-01,Fully Paid, 36 months,3000.0,18565.0,15.38,665.0,,,D,RENT,2016-02-01
1078013,2016-02-01,Fully Paid, 36 months,7000.0,60000.0,18.26,685.0,72.0,10+ years,B,MORTGAGE,2016-02-01
1078014,2016-02-01,Charged Off, 36 months,6875.0,32000.0,3.49,760.0,,2 years,B,OWN,2016-02-01
1078015,2016-02-01,Late (31-120 days), 36 months,8000.0,70000.0,11.69,705.0,32.0,5 years,B,OWN,2016-02-01
1078016,2016-02-01,Fully Paid, 36 months,20000.0,70000.0,24.72,660.0,10.0,10+ years,B,MORTGAGE,2016-02-01
1078017,2016-02-01,Charged Off, 36 months,20000.0,49800.0,26.7,685.0,,10+ years,A,MORTGAGE,2016-02-01
1078018,2016-02-01,Fully Paid, 36 months,10000.0,150000.0,21.34,710.0,,10+ years,A,MORTGAGE,2016-02-01
1078019,2016-02-01,Charged Off, 36 months,9200.0,65000.0,13.37,675.0,,5 years,C,MORTGAGE,2016-02-01
1078020,2016-02-01,Charged Off, 60 months,32000.0,89000.0,19.42,675.0,19.0,10+ years,E,OWN,2016-02-01
1078021,2016-02-01,Charged Off, 36 months,9000.0,58000.0,7.2,745.0,,1 year,A,MORTGAGE,2016-02-01
1078022,2016-02-01,Fully Paid, 60 months,18425.0,70000.0,38.01,660.0,35.0,10+ years,G,MORTGAGE,2016-02-01
1078023,2016-02-01,Fully Paid, 36 months,13325.0,29000.0,19.66,705.0,,,C,RENT,2016-02-01
1078024,2016-02-01,Fully Paid, 60 months,24000.0,66000.0,15.09,710.0,,5 years,C,MORTGAGE,2016-02-01
1078025,2016-02-01,Fully Paid, 36 months,8400.0,73000.0,16.02,670.0,38.0,3 years,B,RENT,2016-02-01
1078026,2016-02-01,Fully Paid, 36 months,28000.0,110000.0,6.28,740.0,,6 years,A,RENT,2016-02-01
1078027,2016-02-01,Charged Off, 36 months,15000.0,62000.0,18.49,675.0,33.0,7 years,B,MORTGAGE,2016-02-01
1078028,2016-02-01,Fully Paid, 60 months,35000.0,137000.0,26.41,695.0,37.0,10+ years,D,MORTGAGE,2016-02-01
1078029,2016-02-01,Charged Off, 36 months,17000.0,65000.0,29.87,695.0,57.0,5 years,C,MORTGAGE,2016-02-01
1078030,2016-02-01,Fully Paid, 36 months,21500.0,80000.0,21.35,740.0,,10+ years,A,RENT,2016-02-01
1078031,2016-02-01,Fully Paid, 36 months,5000.0,101000.0,20.83,695.0,,9 years,B,MORTGAGE,2016-02-01
1078032,2016-02-01,Fully Paid, 36 months,6075.0,40000.0,14.82,670.0,,6 years,C,RENT,2016-02-01
1078033,2016-02-01,Fully Paid, 60 months,16000.0,55000.0,22.43,715.0,,9 years,C,MORTGAGE,2016-02-01
1078034,2016-02-01,Fully Paid, 36 months,10000.0,50000.0,7.05,690.0,,10+ years,D,RENT,2016-02-01
1078035,2016-02-01,Fully Paid, 36 months,3000.0,41000.0,33.64,690.0,47.0,2 years,B,RENT,2016-02-01
1078036,2016-02-01,Fully Paid, 36 months,8000.0,95000.0,17.16,735.0,65.0,10+ years,A,MORTGAGE,2016-02-01
1078037,2016-02-01,Fully Paid, 36 months,35000.0,110000.0,18.74,665.0,33.0,10+ years,D,OWN,2016-02-01
1078038,2016-02-01,Fully Paid, 36 months,9075.0,93000.0,11.95,720.0,47.0,10+ years,C,MORTGAGE,2016-02-01
1078039,2016-02-01,Fully Paid, 36 months,28000.0,135000.0,8.44,695.0,43.0,5 years,C,MORTGAGE,2016-02-01
1078040,2016-02-01,Fully Paid, 36 months,9600.0,31000.0,21.68,675.0,,10+ years,C,OWN,2016-02-01
1078041,2016-02-01,Current, 60 months,12800.0,38400.0,29.88,665.0,,10+ years,D,OWN,2016-02-01
1078042,2016-02-01,Fully Paid, 36 months,18000.0,165000.0,12.98,730.0,,10+ years,A,MORTGAGE,2016-02-01
1078043,2016-02-01,Fully Paid, 36 months,7500.0,90000.0,6.19,815.0,,,A,MORTGAGE,2016-02-01
1078044,2016-02-01,Fully Paid, 36 months,10000.0,145000.0,4.39,710.0,,10+ years,A,MORTGAGE,2016-02-01
1078045,2016-02-01,Fully Paid, 36 months,6800.0,17000.0,27.05,680.0,39.0,10+ years,F,RENT,2016-02-01
1078046,2016-02-01,Charged Off, 36 months,8150.0,24000.0,14.41,665.0,31.0,,E,RENT,2016-02-01
1078047,2016-02-01,Fully Paid, 36 months,16800.0,190000.0,16.28,665.0,4.0,8 years,B,RENT,2016-02-01
1078048,2016-02-01,Fully Paid, 36 months,7900.0,19200.0,21.81,710.0,,2 years,B,RENT,2016-02-01
1078049,2016-02-01,Fully Paid, 36 months,9925.0,33000.0,17.96,735.0,45.0,3 years,B,RENT,2016-02-01
1078050,2016-02-01,Fully Paid, 36 months,26000.0,175000.0,8.69,695.0,,3 years,B,RENT,2016-02-01
1078051,2016-02-01,Current, 60 months,20700.0,45000.0,32.8,660.0,,8 years,E,RENT,2016-02-01
1078052,2016-02-01,Charged Off, 36 months,23625.0,56000.0,25.69,685.0,49.0,10+ years,B,RENT,2016-02-01
1078053,2016-02-01,Current, 60 months,34000.0,104000.0,19.99,665.0,44.0,10+ years,C,MORTGAGE,2016-02-01
1078054,2016-02-01,Fully Paid, 36 months,24000.0,129000.0,9.21,720.0,48.0,5 years,A,MORTGAGE,2016-02-01
1078055,2016-02-01,Fully Paid, 36 months,6225.0,110000.0,14.7,670.0,60.0,< 1 year,C,MORTGAGE,2016-02-01
1078056,2016-02-01,Charged Off, 36 months,20200.0,65000.0,12.0,740.0,,1 year,B,RENT,2016-02-01
1078057,2016-02-01,Fully Paid, 36 months,4500.0,53350.0,11.86,720.0,,< 1 year,A,MORTGAGE,2016-02-01
1078058,2016-02-01,Late (31-120 days), 36 months,10000.0,62000.0,20.48,790.0,,1 year,A,RENT,2016-02-01
1078059,2016-02-01,Fully Paid, 36 months,5000.0,63000.0,6.78,690.0,22.0,10+ years,B,RENT,2016-02-01
1078060,2016-02-01,Fully Paid, 36 months,15000.0,140000.0,19.95,750.0,,< 1 year,A,MORTGAGE,2016-02-01
1078061,2016-02-01,Fully Paid, 36 months,4800.0,104000.0,18.14,675.0,5.0,10+ years,B,RENT,2016-02-01
1078062,2016-02-01,Fully Paid, 36 months,2800.0,34000.0,11.56,660.0,12.0,4 years,B,RENT,2016-02-01
1078063,2016-02-01,Fully Paid, 36 months,7200.0,63000.0,13.75,660.0,26.0,10+ years,B,MORTGAGE,2016-02-01
1078064,2016-02-01,Fully Paid, 36 months,19425.0,115000.0,17.76,680.0,35.0,3 years,D,RENT,2016-02-01
1078065,2016-02-01,Fully Paid, 36 months,4800.0,50000.0,34.45,695.0,,4 years,B,MORTGAGE,2016-02-01
1078066,2016-02-01,Fully Paid, 36 months,4200.0,67000.0,39.53,735.0,,8 years,C,RENT,2016-02-01
1078067,2016-02-01,Fully Paid, 36 months,12000.0,75000.0,13.17,780.0,,10+ years,A,OWN,2016-02-01
1078068,2016-02-01,Fully Paid, 60 months,10000.0,98000.0,6.93,715.0,22.0,2 years,B,RENT,2016-02-01
1078069,2016-02-01,Current, 60 months,25725.0,87100.0,27.28,665.0,25.0,2 years,G,RENT,2016-02-01
1078070,2016-02-01,Fully Paid, 36 months,6000.0,43000.0,15.41,670.0,,5 years,B,RENT,2016-02-01
1078071,2016-02-01,Current, 60 months,11600.0,29000.0,25.95,695.0,,5 years,E,RENT,2016-02-01
1078072,2016-02-01,Fully Paid, 36 months,1000.0,75000.0,20.14,660.0,,7 years,D,RENT,2016-02-01
1078073,2016-02-01,Fully Paid, 36 months,17000.0,110000.0,27.09,700.0,33.0,1 year,B,MORTGAGE,2016-02-01
1078074,2016-02-01,Charged Off, 60 months,20000.0,70000.0,9.8,770.0,,< 1 year,A,OWN,2016-02-01
1078075,2016-02-01,Charged Off, 36 months,9850.0,42000.0,28.57,670.0,,9 years,D,RENT,2016-02-01
1078076,2016-02-01,Charged Off, 60 months,16000.0,43000.0,19.59,685.0,,< 1 year,C,OWN,2016-02-01
1078077,2016-02-01,Current, 60 months,35000.0,73000.0,29.59,750.0,,10+ years,C,RENT,2016-02-01
1078078,2016-02-01,Charged Off, 60 months,12800.0,32000.0,15.19,665.0,,9 years,E,RENT,2016-02-01
1078079,2016-02-01,Fully Paid, 36 months,14400.0,51000.0,16.31,680.0,2.0,8 years,B,MORTGAGE,2016-02-01
1078080,2016-02-01,Fully Paid, 36 months,10000.0,54700.0,22.82,660.0,,10+ years,B,RENT,2016-02-01
1078081,2016-02-01,Charged Off, 60 months,24250.0,207000.0,27.01,670.0,49.0,6 years,E,OWN,2016-02-01
1078082,2016-02-01,Fully Paid, 60 months,10000.0,43000.0,23.9,680.0,48.0,8 years,C,MORTGAGE,2016-02-01
1078083,2016-02-01,Fully Paid, 36 months,16000.0,45000.0,28.53,715.0,,< 1 year,A,RENT,2016-02-01
1078084,2016-02-01,Fully Paid, 36 months,28000.0,158000.0,18.98,690.0,67.0,3 years,B,MORTGAGE,2016-02-01
1078085,2016-02-01,Fully Paid, 60 months,10000.0,65000.0,25.42,660.0,,< 1 year,D,OWN,2016-02-01
1078086,2016-02-01,Fully Paid, 36 months,8000.0,112590.39,21.37,670.0,,10+ years,B,MORTGAGE,2016-02-01
1078087,2016-02-01,Charged Off, 36 months,20000.0,97000.0,30.82,700.0,,5 years,B,RENT,2016-02-01
1078088,2016-02-01,Fully Paid, 36 months,10000.0,57000.0,13.32,660.0,,< 1 year,D,RENT,2016-02-01
1078089,2016-02-01,Late (31-120 days), 36 months,5000.0,50000.0,32.31,725.0,,< 1 year,B,MORTGAGE,2016-02-01
1078090,2016-02-01,Fully Paid, 60 months,14400.0,62400.0,16.48,660.0,17.0,4 years,D,RENT,2016-02-01
1078091,2016-02-01,Current, 60 months,32000.0,90000.0,34.07,690.0,,< 1 year,D,MORTGAGE,2016-02-01
1078092,2016-02-01,Fully Paid, 36 months,25000.0,50000.0,19.44,675.0,,10+ years,D,MORTGAGE,2016-02-01
1078093,2016-02-01,Fully Paid, 36 months,8000.0,71500.0,25.26,695.0,43.0,1 year,A,RENT,2016-02-01
1078094,2016-02-01,Charged Off, 60 months,22000.0,55000.0,24.98,760.0,,1 year,C,OWN,2016-02-01
1078095,2016-02-01,Fully Paid, 36 months,21000.0,103000.0,19.91,670.0,25.0,10+ years,B,MORTGAGE,2016-02-01
1078096,2016-02-01,Fully Paid, 36 months,16000.0,85000.0,22.19,660.0,12.0,1 year,C,MORTGAGE,2016-02-01
1078097,2016-02-01,Fully Paid, 36 months,15000.0,84000.0,29.97,675.0,,10+ years,D,OWN,2016-02-01
1078098,2016-02-01,Fully Paid, 60 months,24000.0,180000.0,33.21,710.0,,5 years,C,OWN,2016-02-01
1078099,2016-02-01,Fully Paid, 36 months,11000.0,68000.0,14.44,670.0,,9 years,B,RENT,2016-02-01
1078100,2016-02-01,Fully Paid, 36 months,24000.0,75000.0,30.07,675.0,,10+ years,B,MORTGAGE,2016-02-01
1078101,2016-02-01,Fully Paid, 36 months,10175.0,25485.0,23.93,660.0,,,C,RENT,2016-02-01
1078102,2016-02-01,Fully Paid, 60 months,20000.0,40000.0,12.51,665.0,,2 years,E,MORTGAGE,2016-02-01
1078103,2016-02-01,Fully Paid, 36 months,15000.0,125000.0,25.92,705.0,,1 year,A,MORTGAGE,2016-02-01
1078104,2016-02-01,Fully Paid, 36 months,10000.0,30000.0,14.68,725.0,,< 1 year,B,RENT,2016-02-01
1078105,2016-02-01,Current, 60 months,13000.0,40000.0,37.92,665.0,,3 years,F,RENT,2016-02-01
1078106,2016-02-01,Fully Paid, 36 months,15000.0,90000.0,6.32,725.0,,10+ years,A,MORTGAGE,2016-02-01
1078107,2016-02-01,Fully Paid, 36 months,5000.0,38000.0,6.16,675.0,57.0,10+ years,B,OWN,2016-02-01
1078108,2016-02-01,Fully Paid, 36 months,10000.0,25000.0,22.47,705.0,,1 year,A,RENT,2016-02-01
1078109,2016-02-01,Fully Paid, 60 months,15600.0,46000.0,20.11,670.0,43.0,9 years,E,OWN,2016-02-01
1078110,2016-02-01,Fully Paid, 36 months,8400.0,30000.0,27.48,740.0,15.0,10+ years,C,OWN,2016-02-01
1078111,2016-02-01,Charged Off, 36 months,6000.0,150000.0,7.33,660.0,,2 years,B,MORTGAGE,2016-02-01
1078112,2016-02-01,Charged Off, 36 months,8000.0,19486.0,38.88,735.0,30.0,,C,OWN,2016-02-01
1078113,2016-02-01,Charged Off, 36 months,20000.0,88000.0,10.53,675.0,11.0,10+ years,C,MORTGAGE,2016-02-01
1078114,2016-02-01,Fully Paid, 36 months,6000.0,19000.0,15.16,705.0,75.0,,C,OWN,2016-02-01
1078115,2016-02-01,Fully Paid, 36 months,13625.0,60000.0,14.02,700.0,,2 years,B,RENT,2016-02-01
1078116,2016-02-01,Fully Paid, 36 months,35000.0,108000.0,33.57,695.0,,,A,MORTGAGE,2016-02-01
1078117,2016-02-01,Fully Paid, 36 months,12000.0,40000.0,9.84,670.0,,,B,MORTGAGE,2016-02-01
1078118,2016-02-01,Fully Paid, 60 months,10000.0,80000.0,9.83,665.0,,3 years,D,MORTGAGE,2016-02-01
